   0.0000000e+00   1.2100000e+02   1.9080000e+01   1.0193600e+05   3.8600000e+01   1.2600000e+02   1.8810000e+01   1.0189400e+05   3.9690000e+01   1.3100000e+02   6.5300000e+00   1.0204700e+05   8.2520000e+01   1.3600000e+02   6.1500000e+00   1.0192200e+05   8.2340000e+01
   1.0000000e+00   6.0151000e+04   1.9270000e+01   1.0193300e+05   3.8460000e+01   6.0156000e+04   1.8970000e+01   1.0189900e+05   3.9830000e+01   6.0162000e+04   6.5700000e+00   1.0204600e+05   8.2580000e+01   6.0167000e+04   6.1700000e+00   1.0191600e+05   8.2480000e+01
   2.0000000e+00   1.2019000e+05   1.9400000e+01   1.0192600e+05   3.8450000e+01   1.2019600e+05   1.9080000e+01   1.0190700e+05   3.9520000e+01   1.2020000e+05   6.4600000e+00   1.0204800e+05   8.2760000e+01   1.2020600e+05   6.1100000e+00   1.0191900e+05   8.2530000e+01
   3.0000000e+00   1.8023300e+05   1.9500000e+01   1.0193400e+05   3.8340000e+01   1.8023800e+05   1.9180000e+01   1.0190900e+05   3.9010000e+01   1.8024300e+05   6.5100000e+00   1.0204900e+05   8.2730000e+01   1.8024800e+05   6.1600000e+00   1.0191400e+05   8.3410000e+01
   4.0000000e+00   2.4027600e+05   1.9540000e+01   1.0194700e+05   3.8190000e+01   2.4028100e+05   1.9220000e+01   1.0190400e+05   3.9400000e+01   2.4028500e+05   6.5200000e+00   1.0204300e+05   8.2830000e+01   2.4029000e+05   6.2000000e+00   1.0192100e+05   8.3240000e+01
   5.0000000e+00   3.0031800e+05   1.9550000e+01   1.0194000e+05   3.8110000e+01   3.0032300e+05   1.9250000e+01   1.0190700e+05   3.9200000e+01   3.0032800e+05   6.5400000e+00   1.0204400e+05   8.2980000e+01   3.0033400e+05   6.2200000e+00   1.0193400e+05   8.3010000e+01
   6.0000000e+00   3.6036100e+05   1.9530000e+01   1.0193700e+05   3.7960000e+01   3.6036600e+05   1.9250000e+01   1.0191000e+05   3.9230000e+01   3.6037100e+05   6.5000000e+00   1.0204900e+05   8.3010000e+01   3.6037600e+05   6.0900000e+00   1.0193500e+05   8.2530000e+01
   7.0000000e+00   4.2040400e+05   1.9510000e+01   1.0194200e+05   3.8100000e+01   4.2040900e+05   1.9220000e+01   1.0191300e+05   3.9350000e+01   4.2041400e+05   6.4500000e+00   1.0206000e+05   8.2890000e+01   4.2041900e+05   5.9400000e+00   1.0193700e+05   8.2190000e+01
   8.0000000e+00   4.8044700e+05   1.9520000e+01   1.0194600e+05   3.8150000e+01   4.8045100e+05   1.9220000e+01   1.0191300e+05   3.9430000e+01   4.8045600e+05   6.4300000e+00   1.0206100e+05   8.2740000e+01   4.8046100e+05   5.9500000e+00   1.0193300e+05   8.2360000e+01
   9.0000000e+00   5.4048900e+05   1.9520000e+01   1.0194600e+05   3.8660000e+01   5.4049400e+05   1.9230000e+01   1.0191400e+05   3.9390000e+01   5.4049900e+05   6.4600000e+00   1.0205900e+05   8.2740000e+01   5.4050500e+05   6.0000000e+00   1.0193100e+05   8.2840000e+01
   1.0000000e+01   6.0053200e+05   1.9510000e+01   1.0194200e+05   3.8560000e+01   6.0053700e+05   1.9190000e+01   1.0191400e+05   3.9670000e+01   6.0054200e+05   6.4600000e+00   1.0205500e+05   8.2810000e+01   6.0054800e+05   6.0400000e+00   1.0193500e+05   8.2860000e+01
   1.1000000e+01   6.6057600e+05   1.9490000e+01   1.0193500e+05   3.8430000e+01   6.6058100e+05   1.9190000e+01   1.0191300e+05   3.9750000e+01   6.6058600e+05   6.4200000e+00   1.0205900e+05   8.2850000e+01   6.6059200e+05   6.0100000e+00   1.0192700e+05   8.2780000e+01
   1.2000000e+01   7.2062000e+05   1.9460000e+01   1.0193800e+05   3.8430000e+01   7.2062400e+05   1.9170000e+01   1.0190900e+05   3.9580000e+01   7.2062900e+05   6.2900000e+00   1.0205600e+05   8.2830000e+01   7.2063500e+05   5.8800000e+00   1.0193500e+05   8.2660000e+01
   1.3000000e+01   7.8066300e+05   1.9440000e+01   1.0194300e+05   3.8380000e+01   7.8066800e+05   1.9140000e+01   1.0191600e+05   3.9680000e+01   7.8067400e+05   6.3000000e+00   1.0205700e+05   8.3030000e+01   7.8068000e+05   5.9500000e+00   1.0193800e+05   8.3250000e+01
   1.4000000e+01   8.4070800e+05   1.9410000e+01   1.0194700e+05   3.8390000e+01   8.4071200e+05   1.9110000e+01   1.0191400e+05   3.9670000e+01   8.4071700e+05   6.3100000e+00   1.0206100e+05   8.2910000e+01   8.4072300e+05   5.9200000e+00   1.0193400e+05   8.2790000e+01
   1.5000000e+01   9.0075100e+05   1.9370000e+01   1.0194000e+05   3.8450000e+01   9.0075600e+05   1.9100000e+01   1.0191800e+05   3.9570000e+01   9.0076100e+05   6.2900000e+00   1.0205300e+05   8.2640000e+01   9.0076700e+05   5.8300000e+00   1.0193200e+05   8.2470000e+01
   1.6000000e+01   9.6079500e+05   1.9350000e+01   1.0194200e+05   3.8310000e+01   9.6079900e+05   1.9060000e+01   1.0191400e+05   3.9590000e+01   9.6080400e+05   6.2200000e+00   1.0205600e+05   8.2820000e+01   9.6081100e+05   5.7800000e+00   1.0192800e+05   8.2520000e+01
   1.7000000e+01   1.0208380e+06   1.9320000e+01   1.0194300e+05   3.8120000e+01   1.0208440e+06   1.9070000e+01   1.0189900e+05   3.9650000e+01   1.0208490e+06   6.2000000e+00   1.0205100e+05   8.3040000e+01   1.0208580e+06   5.8200000e+00   1.0192800e+05   8.3160000e+01
   1.8000000e+01   1.0808870e+06   1.9300000e+01   1.0193800e+05   3.8510000e+01   1.0808920e+06   1.9040000e+01   1.0191000e+05   3.9740000e+01   1.0808960e+06   6.1900000e+00   1.0205000e+05   8.2940000e+01   1.0809060e+06   5.8100000e+00   1.0192200e+05   8.3600000e+01
   1.9000000e+01   1.1409340e+06   1.9290000e+01   1.0193900e+05   3.8070000e+01   1.1409390e+06   1.9030000e+01   1.0191400e+05   3.9840000e+01   1.1409440e+06   6.1300000e+00   1.0204900e+05   8.3010000e+01   1.1409540e+06   5.7200000e+00   1.0192200e+05   8.3370000e+01
   2.0000000e+01   1.2009830e+06   1.9280000e+01   1.0194200e+05   3.8580000e+01   1.2009880e+06   1.9010000e+01   1.0191000e+05   3.9810000e+01   1.2009920e+06   6.0200000e+00   1.0204600e+05   8.3010000e+01   1.2010020e+06   5.6700000e+00   1.0192700e+05   8.3610000e+01
   2.1000000e+01   1.2610310e+06   1.9270000e+01   1.0194600e+05   3.8610000e+01   1.2610350e+06   1.9010000e+01   1.0190500e+05   3.9810000e+01   1.2610400e+06   5.9700000e+00   1.0204600e+05   8.3300000e+01   1.2610490e+06   5.5800000e+00   1.0192100e+05   8.3390000e+01
   2.2000000e+01   1.3210780e+06   1.9260000e+01   1.0193300e+05   3.8610000e+01   1.3210830e+06   1.9000000e+01   1.0191400e+05   3.9880000e+01   1.3210890e+06   5.9200000e+00   1.0204700e+05   8.3220000e+01   1.3210980e+06   5.4700000e+00   1.0192100e+05   8.4200000e+01
   2.3000000e+01   1.3811270e+06   1.9240000e+01   1.0193800e+05   3.8660000e+01   1.3811310e+06   1.8990000e+01   1.0191300e+05   3.9830000e+01   1.3811360e+06   6.0100000e+00   1.0205000e+05   8.3260000e+01   1.3811450e+06   5.5100000e+00   1.0192000e+05   8.4230000e+01
   2.4000000e+01   1.4411740e+06   1.9230000e+01   1.0193100e+05   3.8830000e+01   1.4411790e+06   1.8980000e+01   1.0190800e+05   3.9870000e+01   1.4411840e+06   6.0100000e+00   1.0204700e+05   8.3400000e+01   1.4411930e+06   5.6200000e+00   1.0191700e+05   8.4990000e+01
